pglib_opf_case10000_goc.m	1.0	75.0	13067.10573975553	10.949250936508179	0.5494149070000002	7.7676637159999995	3.56	1.0431821849999994	2.1883631990000003	0.42434778600000006
pglib_opf_case10192_epigrids.m	1.0	50.0	18078.245513463105	10.676929950714111	0.51597254	7.717678480000002	4.28	1.1548881850000001	2.599623124	0.387699891
pglib_opf_case10480_goc.m	1.0	65.0	35061.782723302655	15.247749090194702	0.6509642039999994	11.312300458000006	4.569230769230769	1.394816718	3.9760597140000002	0.540809291
pglib_opf_case1354_pegase.m	1.0	42.0	10035.252877323212	0.6279819011688232	0.04656088500000001	0.370051182	3.9523809523809526	0.03159528700000001	0.07086352499999998	0.025405724999999997
pglib_opf_case13659_pegase.m	1.0	57.0	68679.51302400923	13.309507846832275	0.6671546600000003	9.171946777000004	5.315789473684211	0.540016503	1.972074439	0.6546248250000003
pglib_opf_case179_goc.m	1.0	43.0	6049.570455464367	0.07600688934326172	0.005453928999999999	0.04059248700000002	2.2325581395348837	0.004021543999999999	0.005564467	0.002457086
pglib_opf_case19402_goc.m	1.0	70.0	53346.447118096694	35.009674072265625	1.4272534560000005	27.145048816000013	5.571428571428571	3.031592115	9.623238204	1.3547494689999997
pglib_opf_case2000_goc.m	1.0	38.0	9303.814366490527	1.058588981628418	0.073250229	0.6327254609999998	2.9473684210526314	0.044336032	0.08660236	0.04981616799999999
pglib_opf_case20758_epigrids.m	1.0	46.0	41879.823892210174	23.27860116958618	0.9221008650000002	17.70687781599999	7.1521739130434785	1.9918991349999997	7.5232233420000005	0.8608645980000004
pglib_opf_case2312_goc.m	1.0	38.0	3090.352362599986	1.1963889598846436	0.06365454400000001	0.831811632	4.7368421052631575	0.11456868600000002	0.27436348299999996	0.037096956000000014
pglib_opf_case2742_goc.m	-1.0	97.0	3713.0488898929243	6.8056700229644775	0.3626998119999998	4.696286837000002	10.34020618556701	0.6099092899999998	2.144553681	0.17920096300000002
pglib_opf_case2869_pegase.m	1.0	51.0	19051.591589571068	1.8170130252838135	0.12794602799999993	1.1299408540000002	4.607843137254902	0.08365900800000003	0.23559787699999996	0.09299950300000001
pglib_opf_case30000_goc.m	1.0	128.0	13667.841031984519	64.16101503372192	3.0219122040000017	48.751539167000004	4.5859375	5.9551683760000005	15.000966397999996	3.3586230809999997
pglib_opf_case3022_goc.m	1.0	47.0	2204.334915109693	1.5523910522460938	0.10466133100000004	0.957458383	3.404255319148936	0.06263174399999998	0.14534224099999998	0.072937194
pglib_opf_case3970_goc.m	1.0	44.0	3359.6642813843864	3.05786395072937	0.15537892899999994	2.178678916	2.590909090909091	0.2641821520000001	0.37343420800000005	0.12010887599999996
pglib_opf_case4020_goc.m	1.0	57.0	9272.930316537326	4.7275590896606445	0.21003890400000014	3.2859442839999984	3.982456140350877	0.3694003639999999	1.125714533	0.16611353099999998
pglib_opf_case4601_goc.m	1.0	66.0	8460.621175434128	5.113786935806274	0.252635854	3.76155413	3.0303030303030303	0.431789748	0.7147246720000003	0.193873444
pglib_opf_case4619_goc.m	1.0	46.0	12000.489228173157	4.486627101898193	0.20020875200000013	3.063554828999999	3.347826086956522	0.36155197799999994	1.011182708	0.158199929
pglib_opf_case4837_goc.m	1.0	55.0	12081.906290310506	4.244935035705566	0.23300409399999975	2.9822749709999985	3.727272727272727	0.4893433249999998	0.690663655	0.17588107300000005
pglib_opf_case4917_goc.m	1.0	55.0	4434.959647609052	3.723651170730591	0.20461444400000003	2.2842263629999984	2.981818181818182	0.1727684329999999	0.25632165	0.15039608699999996
pglib_opf_case500_goc.m	1.0	35.0	5249.020314187532	0.1758589744567871	0.012275287999999995	0.10222824800000004	2.142857142857143	0.00829938	0.016454343999999996	0.0061295230000000004
pglib_opf_case5658_epigrids.m	1.0	46.0	9255.144155498183	4.595423936843872	0.23490493599999993	3.264863264999999	3.5652173913043477	0.43468542099999985	1.0923311189999998	0.17671080100000006
pglib_opf_case7336_epigrids.m	1.0	45.0	13353.171223580084	5.780019998550415	0.27887699800000004	3.8292113520000006	2.6666666666666665	0.8616539569999998	0.8116012169999999	0.22002356800000003
pglib_opf_case78484_epigrids.m	1.0	96.0	108900.74447330169	201.14122796058655	8.813396746000002	151.91916246699998	5.875	15.425035978000002	54.433648432	9.116196092999997
pglib_opf_case793_goc.m	1.0	31.0	3239.4206268451762	0.2048170566558838	0.014768217999999998	0.114605216	4.32258064516129	0.010150472000000002	0.025444571	0.0068115089999999994
pglib_opf_case8387_pegase.m	1.0	70.0	21166.65784657721	24.062117099761963	0.5497238240000004	21.058628265	48.32857142857143	0.45426478400000003	15.012845378	0.5065996650000001
pglib_opf_case89_pegase.m	1.0	30.0	2536.475085580485	0.05466508865356445	0.003339961	0.03466427200000001	3.7333333333333334	0.0024762950000000003	0.005256665000000001	0.00146329
pglib_opf_case9241_pegase.m	1.0	62.0	46002.71000333627	11.92865514755249	0.5392394720000002	8.584990316999997	7.0	0.43578868499999995	2.098766295	0.5351784179999999
pglib_opf_case9591_goc.m	1.0	64.0	11877.001339806166	11.757246971130371	0.5561739489999996	7.990567893999997	3.421875	1.1606451269999993	2.181963440000001	0.44687811500000013
